"","name.x","created","city","state","members","who","id.x","gid","category","id.y","name.y","yes_rsvp_count","lat","lon"
"292",NA,NA,NA,NA,NA,NA,NA,18330829,NA,"rwxmtnywqbjb","Make.Learn.Share  ""OPEN HOUSE""",7,35.241947,-80.825218
"293",NA,NA,NA,NA,NA,NA,NA,6614872,NA,"245380558","Dial Drive,Aloha Broha and NO BRAINER at The Milestone Club",3,35.244678,-80.883438
"294",NA,NA,NA,NA,NA,NA,NA,6317662,NA,"jsmhmmywqbjb","Sounds & 16s Hosted by Bluz & Loot-Tenant-Traxx",3,0,0
"295",NA,NA,NA,NA,NA,NA,NA,18550364,NA,"xkvvnlywqbkb","Lets meet, network and pass on referrals.",13,35.054749,-80.812157
"296",NA,NA,NA,NA,NA,NA,NA,26232377,NA,"244123990","Coffee Tea & Accountability:  Roundtable Chat (BONUS - Vision Boarding/Goals)",27,35.091881,-80.869179
"297",NA,NA,NA,NA,NA,NA,NA,20741516,NA,"bnkksnywqbkb","MBS South Park",5,35.14596,-80.82581
"298",NA,NA,NA,NA,NA,NA,NA,6006882,NA,"vqfgglywqbkb","Thursday - Beginner - 0.0 to 2.0 rated Tennis Players",12,35.319546,-80.868523
"299",NA,NA,NA,NA,NA,NA,NA,26514320,NA,"244872939","Brews and Board Games!",18,35.216969,-80.857132
"300",NA,NA,NA,NA,NA,NA,NA,19178609,NA,"245241483","FREE YOGA@FREERANGE BREWING",3,35.240433,-80.814049
"301",NA,NA,NA,NA,NA,NA,NA,26161520,NA,"244409638","Friend-raiser: Volunteer Outreach",18,35.247799,-80.804047
"302",NA,NA,NA,NA,NA,NA,NA,25504158,NA,"245571161","Games Night",3,NA,NA
"303",NA,NA,NA,NA,NA,NA,NA,23369607,NA,"245572801","People Are Awesome!",8,NA,NA
"304",NA,NA,NA,NA,NA,NA,NA,20201927,NA,"245281544","NEW to Backpacking? Let's talk about it!",5,35.184917,-80.87944
"305",NA,NA,NA,NA,NA,NA,NA,11257892,NA,"zlzqrlywqbkb","""Meditation for Awakening"" (Thurs 7 pm) Meditate with the Monk",3,NA,NA
"306",NA,NA,NA,NA,NA,NA,NA,26109098,NA,"244881441","Let's talk stocks, the market and trading in general.",10,35.173355,-80.847343
"307",NA,NA,NA,NA,NA,NA,NA,26689012,NA,"245362874","First official Meetup & Christmas Social",6,NA,NA
"308",NA,NA,NA,NA,NA,NA,NA,18330829,NA,"qgrhxnywqbkb","Art Night",4,35.241947,-80.825218
"309",NA,NA,NA,NA,NA,NA,NA,4606222,NA,"xxkdvmywqbkb","Thursday Night Lights",7,35.173786,-80.847801
"310",NA,NA,NA,NA,NA,NA,NA,19816225,NA,"244720731","""Women Like Us"" Documentary Screening, plus Q & A",15,NA,NA
"311",NA,NA,NA,NA,NA,NA,NA,22293289,NA,"245257814","Charlotte Multifamily Investing- Partner Up, Raise Capital & Do Deals",16,NA,NA
"312",NA,NA,NA,NA,NA,NA,NA,23810286,NA,"245076517","Celebrate + Network Holidays Meetup",20,35.184917,-80.87944
"313",NA,NA,NA,NA,NA,NA,NA,6006882,NA,"tnqrbpywqblb","Friday Night Tennis!!!  For Level 3.0 and Above - Advanced Tennis Players",3,NA,NA
"314",NA,NA,NA,NA,NA,NA,NA,21800027,NA,"245525618","Paint & Play (Season One Finale)",5,35.216354,-80.856117
"315",NA,NA,NA,NA,NA,NA,NA,7750822,NA,"236138925","OMB German Christmas Market",21,NA,NA
"316",NA,NA,NA,NA,NA,NA,NA,26615660,NA,"245255589","GENTLEMEN OF JAZZ TOUR - A NIGHT NOT TO BE MISSED at the MOREHEAD TAVERN",5,35.219276,-80.849731
"317",NA,NA,NA,NA,NA,NA,NA,23810286,NA,"243466666","QCC Indie Film Screening & Discussion @ GoodRoad Ciderworks",9,35.184917,-80.87944
"318",NA,NA,NA,NA,NA,NA,NA,18378290,NA,"vljlfmywqblb","West African Dance for Beginners & Conditioning -",3,35.240002,-80.730003
"319",NA,NA,NA,NA,NA,NA,NA,12222052,NA,"hqzfvmywqblb","Vibrations Art & Open Mic",3,35.215446,-80.856041
"320",NA,NA,NA,NA,NA,NA,NA,18330829,NA,"mjzvsnywqblb","Chill and Build... another MakerSpace Open House",4,35.241947,-80.825218
"321",NA,NA,NA,NA,NA,NA,NA,25973911,NA,"244823500","Exploring past lives & how they affect us now! ",5,35.209415,-80.841003
"322",NA,NA,NA,NA,NA,NA,NA,19723823,NA,"245056896","Live music at Catawba Brewing",15,35.225136,-80.821342
"323",NA,NA,NA,NA,NA,NA,NA,23705866,NA,"cddlwnywqblb","Please register via Eventbrite! (link below)",6,35.228832,-80.839722
"324",NA,NA,NA,NA,NA,NA,NA,18870712,NA,"244938988","Rumours live at The Fillmore!",100,35.239094,-80.84552
"325",NA,NA,NA,NA,NA,NA,NA,5123552,NA,"khhntlywqblb","Luck of the Draw - Blue Rocks",5,35.087196,-80.88752
"326",NA,NA,NA,NA,NA,NA,NA,6614872,NA,"245380589","Jistu,Mercury Dimes and Never Home at The Milestone Club",3,35.244678,-80.883438
"327",NA,NA,NA,NA,NA,NA,NA,20201927,NA,"242305465","Huntersville Half Marathon & 5k",3,NA,NA
"328",NA,NA,NA,NA,NA,NA,NA,18739907,NA,"qmkqnmywqbmb","#SecondSaturday Build",24,NA,NA
"329",NA,NA,NA,NA,NA,NA,NA,236668,NA,"244415192","Morrow Mountain's Fall Trail & Stony Mountain Vineyard!",4,35.061257,-80.814542
"330",NA,NA,NA,NA,NA,NA,NA,16831112,NA,"fpftgmywqbjb","Microsoft Azure Hackathon",46,0,0
"331",NA,NA,NA,NA,NA,NA,NA,19066341,NA,"245371952","A Home for the Holidays? Get Preapproved & Give Yourself the Best Gift!!!",5,NA,NA
"332",NA,NA,NA,NA,NA,NA,NA,18569618,NA,"245074917","Love Your Life Workshop for Teen Girls ",6,35.08514,-80.839828
"333",NA,NA,NA,NA,NA,NA,NA,9044642,NA,"245511413","Portrait photography- Portrait taking of young models",7,35.19997,-80.84771
"334",NA,NA,NA,NA,NA,NA,NA,22274833,NA,"244642960","Ballantyne Hotel — Gingerbread Lane w/Hot Drink After Sat. 12/9 @ 1:00pm",38,NA,NA
"335",NA,NA,NA,NA,NA,NA,NA,19687844,NA,"243337189","Red Clay Ciderworks Tour & Tasting - ""Lean-In"" Circle Mixer",6,35.194572,-80.874779
"336",NA,NA,NA,NA,NA,NA,NA,11417112,NA,"qrctrkywqbmb","Saturday Stitchin'",14,35.193993,-80.794571
"337",NA,NA,NA,NA,NA,NA,NA,9071142,NA,"245423897","Fine Art Maternity Photo Workshop",5,35.123787,-80.730324
"338",NA,NA,NA,NA,NA,NA,NA,19758194,NA,"245194999","Getting together to perform and discuss music",3,35.223858,-80.801788
"339",NA,NA,NA,NA,NA,NA,NA,20146021,NA,"244624342","Perform, discuss, meet, or listen to classical music.",5,NA,NA
"340",NA,NA,NA,NA,NA,NA,NA,18813359,NA,"244837974","Winter Solstice Party/Spades Tournament/Pot Luck",7,35.12,-80.72
"341",NA,NA,NA,NA,NA,NA,NA,20152669,NA,"245220200","Meet & Greet @ Lucky’s Bar & Arcade: Christmas Toy Drive ",5,35.227833,-80.839241
"342",NA,NA,NA,NA,NA,NA,NA,25208483,NA,"244738414","Mixx & Greet @ Lucky’s Bar & Arcade: Christmas Edition 🎁",58,35.227833,-80.839241
"343",NA,NA,NA,NA,NA,NA,NA,5123552,NA,"ddjxpdywqbmb","Luck of the Draw Steamers",3,35.199529,-80.764312
"344",NA,NA,NA,NA,NA,NA,NA,6614872,NA,"245380608","Thelem,Rez,Cut Rugs and JaKeL at The Milestone Club",3,35.244678,-80.883438
"345",NA,NA,NA,NA,NA,NA,NA,6614872,NA,"245377698","Here Come the Mummies at The Neighborhood Theatre",3,35.247593,-80.804375
"346",NA,NA,NA,NA,NA,NA,NA,20280798,NA,"xprdznywqbnb","Great ride from Sun & Ski  on Sundays",3,35.063171,-80.772301
"347",NA,NA,NA,NA,NA,NA,NA,17666342,NA,"245234553","Derby Day Double Header LIVvsEVE MUvsMC (Plus Possible Bonus Game)",5,35.227921,-80.84137
"348",NA,NA,NA,NA,NA,NA,NA,25973911,NA,"244918404","Winter’s Wisdom: Wholistic Day Festival!",7,35.209415,-80.841003
"349",NA,NA,NA,NA,NA,NA,NA,22280738,NA,"fbpkhnywqbnb","Soccer pickup game",3,35.208588,-80.848495
"350",NA,NA,NA,NA,NA,NA,NA,18510502,NA,"245192732","End of Year Art Journaling Retreat",6,35.215485,-80.856308
"351",NA,NA,NA,NA,NA,NA,NA,3623252,NA,"243197374","6th Anniversary Party & Fundraiser",12,35.208466,-80.862625
"352",NA,NA,NA,NA,NA,NA,NA,14483152,NA,"244037572","CFA Book Club -- Holy Bible: Best God Damned Version: The Books of Moses",4,NA,NA
"353",NA,NA,NA,NA,NA,NA,NA,26444936,NA,"244674262","Winter Fest at Carowinds",12,35.103237,-80.943733
"354",NA,NA,NA,NA,NA,NA,NA,20893222,NA,"244852125","Annual Weihnachtsfeier (Registration Required)",12,NA,NA
"355",NA,NA,NA,NA,NA,NA,NA,6614872,NA,"245380614","Ennie Arden,Twen and Ben Bourne at The Milestone Club",3,35.244678,-80.883438
"356",NA,NA,NA,NA,NA,NA,NA,7387912,NA,"244789849","Share, Polish, and Play Test",32,35.139053,-80.922424
"357",NA,NA,NA,NA,NA,NA,NA,6006882,NA,"nsrdcnywqbpb","Monday - Intermediate - 2.0 to 3.0 rated Tennis Players",6,35.319546,-80.868523
"358",NA,NA,NA,NA,NA,NA,NA,26141572,NA,"244751936","Agile Brew - A Year In Review",17,35.224529,-80.820335
